"Company","Date","Followers"
"The Catalyst",2022-06-03,630
"The Catalyst",2022-06-07,629
"The Catalyst",2022-06-08,629
"The Catalyst",2022-06-11,632
"The Catalyst",2022-06-22,671
"The Catalyst",2022-06-24,672
"The Catalyst",2022-06-26,676
"The Catalyst",2022-06-28,681
"The Catalyst",2022-06-30,686
"The Catalyst",2022-07-01,689
"The Catalyst",2022-07-02,691
"The Catalyst",2022-07-04,694
"The Catalyst",2022-07-05,694
"The Catalyst",2022-07-09,698
"The Catalyst",2022-07-12,702
"The Catalyst",2022-07-18,708
"The Catalyst",2022-07-21,712
"The Catalyst",2022-07-23,715
"The Catalyst",2022-07-25,719
"The Catalyst",2022-08-01,723
"The Catalyst",2022-08-08,726
"The Catalyst",2022-08-16,736
"The Catalyst",2022-08-20,738
"The Catalyst",2022-08-25,741
"The Catalyst",2022-08-28,746
"The Catalyst",2022-09-01,752
"The Catalyst",2022-09-07,761
"The Catalyst",2022-09-10,764
"The Catalyst",2022-09-16,768
"The Catalyst",2022-09-22,771
"The Catalyst",2022-09-29,774
"The Catalyst",2022-10-03,778
"The Catalyst",2022-10-09,779
"The Catalyst",2022-10-12,781
"The Catalyst",2022-10-16,782
"The Catalyst",2022-10-22,787
"The Catalyst",2022-10-28,792
"The Catalyst",2022-11-03,799
"The Catalyst",2022-11-06,800
"The Catalyst",2022-11-14,811
"The Catalyst",2022-11-20,817
"The Catalyst",2022-11-24,821
"The Catalyst",2022-12-01,831
"The Catalyst",2022-12-08,839
"The Catalyst",2022-12-14,844
"The Catalyst",2022-12-27,855
"The Catalyst",2023-01-01,857
"The Catalyst",2023-01-05,861
"The Catalyst",2023-01-09,861
"The Catalyst",2023-02-13,904
"The Catalyst",2023-02-24,929
"The Collective Impact Group For Guinea",2021-06-02,154
"The Collective Impact Group For Guinea",2021-06-09,154
"The Collective Impact Group For Guinea",2021-06-16,154
"The Collective Impact Group For Guinea",2021-06-21,154
"The Collective Impact Group For Guinea",2021-06-29,154
"The Collective Impact Group For Guinea",2021-07-02,154
"The Collective Impact Group For Guinea",2021-07-04,154
"The Collective Impact Group For Guinea",2021-07-09,154
"The Collective Impact Group For Guinea",2021-07-14,154
"The Collective Impact Group For Guinea",2021-07-18,154
"The Collective Impact Group For Guinea",2021-07-22,155
"The Collective Impact Group For Guinea",2021-08-14,155
"The Collective Impact Group For Guinea",2021-08-26,156
"The Collective Impact Group For Guinea",2021-09-02,155
"The Collective Impact Group For Guinea",2021-09-16,154
