"Company","Date","Followers"
"Snam S.p.A.",2021-02-19,127087
"Snam S.p.A.",2021-03-26,130638
"SnapLogic",2020-10-19,9935
"Social Good Brasil",2021-02-19,4224
"Social Good Brasil",2021-03-06,4244
"Social Good Brasil",2021-03-26,4299
"Softcat plc",2020-11-21,25535
"Softcat plc",2020-12-27,25929
The Julia Language,2022-02-27,9405
The Julia Language,2022-02-16,9149
The Julia Language,2022-02-20,9259
The Julia Language,2022-02-23,9346
The Julia Language,2021-10-17,6820
The Julia Language,2021-10-29,6890
The Julia Language,2021-11-06,7129
The Julia Language,2021-11-20,7319
The Julia Language,2021-12-05,7508
The Julia Language,2021-12-07,7527
The Julia Language,2021-12-14,7634
The Julia Language,2021-12-20,7717
The Julia Language,2021-12-26,7782
The Julia Language,2021-12-30,7855
The Julia Language,2021-12-31,7873
The Julia Language,2022-01-03,7925
The Julia Language,2022-01-04,7970
The Julia Language,2022-01-06,8007
The Julia Language,2022-01-07,8025
The Julia Language,2022-01-10,8066
The Julia Language,2022-01-12,8107
The Julia Language,2022-01-14,8167
The Julia Language,2022-01-18,8288
The Julia Language,2022-01-27,8475
The Julia Language,2022-02-01,8635
The Julia Language,2022-02-07,8818
The Julia Language,2022-02-08,8852
The Julia Language,2022-02-09,8871
"Softcat plc",2021-02-19,26962
"Softcat plc",2021-03-26,27565
"Software Insights Ireland",2020-12-12,258
"Software Insights Ireland",2020-12-15,267
"Software Insights Ireland",2020-12-20,277
"Software Insights Ireland",2020-12-25,282
"Software Insights Ireland",2020-12-27,282
"Software Insights Ireland",2020-12-29,283
"Software Insights Ireland",2021-01-03,286
"Software Insights Ireland",2021-01-06,289
"Software Insights Ireland",2021-01-11,292
"Software Insights Ireland",2021-01-15,292
"Software Insights Ireland",2021-01-19,292
"Software Insights Ireland",2021-01-25,291
"Software Insights Ireland",2021-01-30,381
"Software Insights Ireland",2021-01-31,666
"Software Insights Ireland",2021-02-03,788
"Software Insights Ireland",2021-02-07,873
"Software Insights Ireland",2021-02-12,930
"Software Insights Ireland",2021-02-17,1036
"Software Insights Ireland",2021-02-19,1054
"Software Insights Ireland",2021-02-21,1077
"Software Insights Ireland",2021-02-25,1098
"Software Insights Ireland",2021-03-01,1119
"Software Insights Ireland",2021-03-06,1138
"Software Insights Ireland",2021-03-10,1192
"Software Insights Ireland",2021-03-16,1204
"Software Insights Ireland",2021-03-20,1212
