"Company","Date","Followers"
"Julian Jewel's AI Bot",2021-01-19,185742
"Julius Technologies",2022-06-16,173
"Julius Technologies",2022-06-20,173
"Julius Technologies",2022-06-22,175
"Julius Technologies",2022-06-23,175
"Julius Technologies",2022-06-24,176
"Julius Technologies",2022-06-28,176
"Julius Technologies",2022-06-30,176
"Julius Technologies",2022-07-01,176
"Julius Technologies",2022-07-02,176
"Julius Technologies",2022-07-04,176
"Julius Technologies",2022-07-05,176
"Julius Technologies",2022-07-09,178
"Julius Technologies",2022-07-12,178
"Julius Technologies",2022-07-18,179
"Julius Technologies",2022-07-21,187
"Julius Technologies",2022-07-23,189
"Julius Technologies",2022-07-25,191
"Julius Technologies",2022-08-01,205
"Julius Technologies",2022-08-08,209
"Julius Technologies",2022-08-16,211
"Julius Technologies",2022-08-20,211
"Julius Technologies",2022-08-25,212
"Julius Technologies",2022-08-28,213
"Julius Technologies",2022-09-01,213
"Julius Technologies",2022-09-07,212
"Julius Technologies",2022-09-10,213
"Julius Technologies",2022-09-16,214
"Julius Technologies",2022-09-22,214
"Julius Technologies",2022-09-29,215
"Julius Technologies",2022-10-03,215
"Julius Technologies",2022-10-09,215
"Julius Technologies",2022-10-12,215
"Julius Technologies",2022-10-16,216
"Julius Technologies",2022-10-22,216
"Julius Technologies",2022-10-28,216
"Julius Technologies",2022-11-03,216
"Julius Technologies",2022-11-06,216
"Julius Technologies",2022-11-14,216
"Julius Technologies",2022-11-20,216
"Julius Technologies",2022-11-24,217
"Julius Technologies",2022-12-01,218
"Julius Technologies",2022-12-08,220
"Julius Technologies",2022-12-14,224
"Julius Technologies",2022-12-27,225
"Julius Technologies",2023-01-01,227
"Julius Technologies",2023-01-05,227
"Julius Technologies",2023-01-09,228
"Julius Technologies",2023-02-13,236
"Julius Technologies",2023-02-24,237
"Jumbobagshop.in",2021-05-10,1919
"Jump Trading LLC",2020-10-20,24019
"Jump Trading LLC",2020-10-21,24046
"Jump Trading LLC",2020-10-23,24093
"Jump Trading LLC",2020-10-25,24138
"Jump Trading LLC",2020-10-25,24157
"Jump Trading LLC",2020-10-28,24212
"Jump Trading LLC",2020-10-30,24265
"Jump Trading LLC",2020-11-03,24342
"Jump Trading LLC",2020-11-06,24426
"Jump Trading LLC",2020-11-10,24528
"Jump Trading LLC",2020-11-14,24636
"Jump Trading LLC",2020-11-18,24718
"Jump Trading LLC",2020-11-23,24863
"Jump Trading LLC",2020-11-28,24954
"Jump Trading LLC",2020-12-03,25071
"Jump Trading LLC",2020-12-05,25121
"Jump Trading LLC",2020-12-12,25265
"Jump Trading LLC",2020-12-15,25327
"Jump Trading LLC",2020-12-20,25429
"Jump Trading LLC",2020-12-25,25509
"Jump Trading LLC",2020-12-29,25598
"Jump Trading LLC",2021-01-03,25691
"Jump Trading LLC",2021-01-06,25773
"Jump Trading LLC",2021-01-11,25856
"Jump Trading LLC",2021-01-15,25973
"Jump Trading LLC",2021-01-19,26081
"Jump Trading LLC",2021-01-25,26220
"Jump Trading LLC",2021-01-30,26340
"Jump Trading LLC",2021-01-31,26373
"Jump Trading LLC",2021-02-03,26433
